"Page Title","URL","Title Length","Duplicate Title","Meta Description","Meta Length","Duplicate Meta","GA",
"Eruvin 4 - The statement of Rav","http://talmudilluminated.com/eruvin/eruvin4.html","31","No","Missing Meta Description","0","No","No",
"Eruvin 5 - Raising the floor","http://talmudilluminated.com/eruvin/eruvin5.html","28","No","Missing Meta Description","0","No","No",
"Eruvin 6 - Bent alley","http://talmudilluminated.com/eruvin/eruvin6.html","21","No","Missing Meta Description","0","No","No",
"Eruvin 7 - Strict or lenient","http://talmudilluminated.com/eruvin/eruvin7.html","28","No","Missing Meta Description","0","No","No",
"Eruvin 8 - Sea on one side and garbage heap on the other","http://talmudilluminated.com/eruvin/eruvin8.html","56","No","Missing Meta Description","0","No","No",
"Eruvin 9 - A crossbeam on two pegs","http://talmudilluminated.com/eruvin/eruvin9.html","34","No","Missing Meta Description","0","No","No",
"Eruvin 10 - Post","http://talmudilluminated.com/eruvin/eruvin10.html","16","No","Missing Meta Description","0","No","No",
"Eruvin 11 - Shape of a door","http://talmudilluminated.com/eruvin/eruvin11.html","27","No","Missing Meta Description","0","No","No",
"Eruvin 12 - Crossbar and - or a post?","http://talmudilluminated.com/eruvin/eruvin12.html","37","No","Missing Meta Description","0","No","No",
"Eruvin 13 - The illumination of Rabbi Meir","http://talmudilluminated.com/eruvin/eruvin13.html","42","No","Missing Meta Description","0","No","No",
"Eruvin 14 - The crossbeam has to be real","http://talmudilluminated.com/eruvin/eruvin14.html","40","No","Missing Meta Description","0","No","No",
"Eruvin 15 - Abaye wins","http://talmudilluminated.com/eruvin/eruvin15.html","22","No","Missing Meta Description","0","No","No",
"Eruvin 16 - Shabbat in a caravan in the desert","http://talmudilluminated.com/eruvin/eruvin16.html","46","No","Missing Meta Description","0","No","No",
"Eruvin 17 - Fence of ropes","http://talmudilluminated.com/eruvin/eruvin17.html","26","No","Missing Meta Description","0","No","No",
"Eruvin 30 - Common food (eruv)","http://talmudilluminated.com/eruvin/eruvin30.html","30","No","Missing Meta Description","0","No","No",
"Eruvin 31 - Marginally valid foods","http://talmudilluminated.com/eruvin/eruvin31.html","34","No","Missing Meta Description","0","No","No",
"Eruvin 32 - One's dwelling on Shabbat","http://talmudilluminated.com/eruvin/eruvin32.html","37","No","Missing Meta Description","0","No","No",
"Eruvin 33 - Eruv on a tree","http://talmudilluminated.com/eruvin/eruvin33.html","26","No","Missing Meta Description","0","No","No",
"Eruvin 34 - Eruv too low or too high","http://talmudilluminated.com/eruvin/eruvin34.html","36","No","Missing Meta Description","0","No","No",
"Eruvin 35 - Eruv in a closet","http://talmudilluminated.com/eruvin/eruvin35.html","28","No","Missing Meta Description","0","No","No",
"Eruvin 36 - Running away from a tax collector","http://talmudilluminated.com/eruvin/eruvin36.html","45","No","Missing Meta Description","0","No","No",
"Eruvin 37 - Changing the past","http://talmudilluminated.com/eruvin/eruvin37.html","29","No","Missing Meta Description","0","No","No",
"Eruvin 38 - Eruv for two days","http://talmudilluminated.com/eruvin/eruvin38.html","29","No","Missing Meta Description","0","No","No",
"Eruvin 39 - Making conditions","http://talmudilluminated.com/eruvin/eruvin39.html","29","No","Missing Meta Description","0","No","No",
"Eruvin 40 - Conditional prayer","http://talmudilluminated.com/eruvin/eruvin40.html","30","No","Missing Meta Description","0","No","No",
"Eruvin 41 - Residence area (techum)","http://talmudilluminated.com/eruvin/eruvin41.html","35","No","Missing Meta Description","0","No","No",
"Eruvin 42 - Shabbat on a ship","http://talmudilluminated.com/eruvin/eruvin42.html","29","No","Missing Meta Description","0","No","No",
"Eruvin 43 - How high is the techum?","http://talmudilluminated.com/eruvin/eruvin43.html","35","No","Missing Meta Description","0","No","No",
"Eruvin 44 - Human fence","http://talmudilluminated.com/eruvin/eruvin44.html","23","No","Missing Meta Description","0","No","No",
"Eruvin 45 - Residence area of a traveler","http://talmudilluminated.com/eruvin/eruvin45.html","40","No","Missing Meta Description","0","No","No",
"Eruvin 46 - Residence area for rain water","http://talmudilluminated.com/eruvin/eruvin46.html","41","No","Missing Meta Description","0","No","No",
"Eruvin 47 - Who does the law follow?","http://talmudilluminated.com/eruvin/eruvin47.html","36","No","Missing Meta Description","0","No","No",
"Eruvin 48 - Objects brought to market by non-Jews","http://talmudilluminated.com/eruvin/eruvin48.html","49","No","Missing Meta Description","0","No","No",
"Eruvin 49 - How does the eruv really work?","http://talmudilluminated.com/eruvin/eruvin49.html","42","No","Missing Meta Description","0","No","No",
"Eruvin 50 - It got dark while on the road","http://talmudilluminated.com/eruvin/eruvin50.html","41","No","Missing Meta Description","0","No","No",
"Eruvin 51 - Is the residence area (techum) round or square?","http://talmudilluminated.com/eruvin/eruvin51.html","59","No","Missing Meta Description","0","No","No",
"Eruvin 52 - His friend turned him back","http://talmudilluminated.com/eruvin/eruvin52.html","38","No","Missing Meta Description","0","No","No",
"Eruvin 53 - Long short road","http://talmudilluminated.com/eruvin/eruvin53.html","27","No","Missing Meta Description","0","No","No",
"Eruvin 54 - How to retain one's learning","http://talmudilluminated.com/eruvin/eruvin54.html","40","No","Missing Meta Description","0","No","No",
"Eruvin 55 - How Moses taught","http://talmudilluminated.com/eruvin/eruvin55.html","28","No","Missing Meta Description","0","No","No",
"Eruvin 56 - East and west","http://talmudilluminated.com/eruvin/eruvin56.html","25","No","Missing Meta Description","0","No","No",
"Eruvin 57 - Backyard","http://talmudilluminated.com/eruvin/eruvin57.html","20","No","Missing Meta Description","0","No","No",
"Eruvin 58 - The act of measuring","http://talmudilluminated.com/eruvin/eruvin58.html","32","No","Missing Meta Description","0","No","No",
"Eruvin 59 - A city of one owner","http://talmudilluminated.com/eruvin/eruvin59.html","31","No","Missing Meta Description","0","No","No",
"Eruvin 60 - The quandary of Abaye","http://talmudilluminated.com/eruvin/eruvin60.html","33","No","Missing Meta Description","0","No","No",
"Eruvin 61 - Two towns, a small and a large one","http://talmudilluminated.com/eruvin/eruvin61.html","46","No","Missing Meta Description","0","No","No",
"Eruvin 62 - One who does not accept the laws of eruv","http://talmudilluminated.com/eruvin/eruvin62.html","52","No","Missing Meta Description","0","No","No",
"Eruvin 63 - Respect for one’s teacher","http://talmudilluminated.com/eruvin/eruvin63.html","37","No","Missing Meta Description","0","No","No",
"Eruvin 64 - Nice law","http://talmudilluminated.com/eruvin/eruvin64.html","20","No","Missing Meta Description","0","No","No",
"Eruvin 66 - Giving away","http://talmudilluminated.com/eruvin/eruvin66.html","23","No","Missing Meta Description","0","No","No",
"Eruvin 76 - Window","http://talmudilluminated.com/eruvin/eruvin76.html","18","No","Missing Meta Description","0","No","No",
"Eruvin 77 - Wall","http://talmudilluminated.com/eruvin/eruvin77.html","16","No","Missing Meta Description","0","No","No",
"Eruvin 78 - Ditch","http://talmudilluminated.com/eruvin/eruvin78.html","17","No","Missing Meta Description","0","No","No",
"Eruvin 79 - Haystack","http://talmudilluminated.com/eruvin/eruvin79.html","20","No","Missing Meta Description","0","No","No",
"Eruvin 80 - Food in an alley","http://talmudilluminated.com/eruvin/eruvin80.html","28","No","Missing Meta Description","0","No","No",
"Eruvin 82 - Communal residence area","http://talmudilluminated.com/eruvin/eruvin82.html","35","No","Missing Meta Description","0","No","No",
"Eruvin 83 - Does one eat more or less on Shabbat?","http://talmudilluminated.com/eruvin/eruvin83.html","49","No","Missing Meta Description","0","No","No",
"Eruvin 84 - Two-storied building","http://talmudilluminated.com/eruvin/eruvin84.html","32","No","Missing Meta Description","0","No","No",
"Eruvin 86 - Water between two courtyards","http://talmudilluminated.com/eruvin/eruvin86.html","40","No","Missing Meta Description","0","No","No",
"Eruvin 87 - A water channel","http://talmudilluminated.com/eruvin/eruvin87.html","27","No","Missing Meta Description","0","No","No",
"Eruvin 88 - Balcony over water","http://talmudilluminated.com/eruvin/eruvin88.html","30","No","Missing Meta Description","0","No","No",
"Eruvin 89 - All the roofs","http://talmudilluminated.com/eruvin/eruvin89.html","25","No","Missing Meta Description","0","No","No",
"Eruvin 90 - Symmetrical arguments","http://talmudilluminated.com/eruvin/eruvin90.html","33","No","Missing Meta Description","0","No","No",
"Eruvin 91 - All the roofs indeed?","http://talmudilluminated.com/eruvin/eruvin91.html","33","No","Missing Meta Description","0","No","No",
"Eruvin 92 - Two roofs, a large and a small one","http://talmudilluminated.com/eruvin/eruvin92.html","46","No","Missing Meta Description","0","No","No",
"Eruvin 93 - Semi-transparent partition","http://talmudilluminated.com/eruvin/eruvin93.html","38","No","Missing Meta Description","0","No","No",
"Eruvin 94 - Broken wall","http://talmudilluminated.com/eruvin/eruvin94.html","23","No","Missing Meta Description","0","No","No",
"Pesachim 2 - &quot;Light&quot; of the fourteenth of Nissan","http://talmudilluminated.com/pesachim/pesachim2.html","48","No","Missing Meta Description","0","No","No",
"Pesachim 3 - Trying to use clean language","http://talmudilluminated.com/pesachim/pesachim3.html","41","No","Missing Meta Description","0","No","No",
"Pesachim 4 - Why search for chametz so early?","http://talmudilluminated.com/pesachim/pesachim4.html","45","No","Missing Meta Description","0","No","No",
"Pesachim 5 - Why stop eating chametz already before Passover?","http://talmudilluminated.com/pesachim/pesachim5.html","61","No","Missing Meta Description","0","No","No",
"Pesachim 7 - Right after searching for chametz…","http://talmudilluminated.com/pesachim/pesachim7.html","47","No","Missing Meta Description","0","No","No",
"Pesachim 8 - The light of a candle","http://talmudilluminated.com/pesachim/pesachim8.html","34","No","Missing Meta Description","0","No","No",
"Pesachim 9 - Weasel drags bread from house to house","http://talmudilluminated.com/pesachim/pesachim9.html","51","No","Missing Meta Description","0","No","No",
"Pesachim 10 - Rava, mouse, bread and weasel","http://talmudilluminated.com/pesachim/pesachim10.html","43","No","Missing Meta Description","0","No","No",
"Pesachim 11 - When one missed his search for chametz","http://talmudilluminated.com/pesachim/pesachim11.html","52","No","Missing Meta Description","0","No","No",
"Pesachim 12 - When one finally stops eating chametz?","http://talmudilluminated.com/pesachim/pesachim12.html","52","No","Missing Meta Description","0","No","No",
"Pesachim 13 - Chametz sign for the people","http://talmudilluminated.com/pesachim/pesachim13.html","41","No","Missing Meta Description","0","No","No",
"Pesachim 14 - The chapter of Rabbi Chanina the supervisor of the priests","http://talmudilluminated.com/pesachim/pesachim14.html","72","No","Missing Meta Description","0","No","No",
"Pesachim 15 - Rabbi Meir learns from &quot;their words&quot;","http://talmudilluminated.com/pesachim/pesachim15.html","50","No","Missing Meta Description","0","No","No",
"Pesachim 16 - What did Rabbi Akiva add?","http://talmudilluminated.com/pesachim/pesachim16.html","39","No","Missing Meta Description","0","No","No",
"Pesachim 17 - The impurity of liquids","http://talmudilluminated.com/pesachim/pesachim17.html","37","No","Missing Meta Description","0","No","No",
"Pesachim 18 - Who contaminates whom","http://talmudilluminated.com/pesachim/pesachim18.html","35","No","Missing Meta Description","0","No","No",
"Pesachim 19 - A needle in the meat","http://talmudilluminated.com/pesachim/pesachim19.html","34","No","Missing Meta Description","0","No","No",
"Pesachim 20 - A needle in a cow, a reptile in an oven","http://talmudilluminated.com/pesachim/pesachim20.html","53","No","Missing Meta Description","0","No","No",
"Pesachim 21 - Last hours before Passover","http://talmudilluminated.com/pesachim/pesachim21.html","40","No","Missing Meta Description","0","No","No",
"Pesachim 22 - Not eating and not using","http://talmudilluminated.com/pesachim/pesachim22.html","38","No","Missing Meta Description","0","No","No",
"Pesachim 23 - Exceptions","http://talmudilluminated.com/pesachim/pesachim23.html","24","No","Missing Meta Description","0","No","No",
"Pesachim 24 - Again, why is chametz is prohibited on Passover?","http://talmudilluminated.com/pesachim/pesachim24.html","62","No","Missing Meta Description","0","No","No",
"Pesachim 25 - Three important things","http://talmudilluminated.com/pesachim/pesachim25.html","36","No","Missing Meta Description","0","No","No",
"Pesachim 26 - Incidental pleasures","http://talmudilluminated.com/pesachim/pesachim26.html","34","No","Missing Meta Description","0","No","No",
"Pesachim 27 - Not even lit the fire","http://talmudilluminated.com/pesachim/pesachim27.html","35","No","Missing Meta Description","0","No","No",
